setor,ano,taxa_mortalidade,obitos,vinculos
78 Agenciamento de mão de obra,2010,3.1931,19,595029
78 Agenciamento de mão de obra,2011,2.6282,16,608782
78 Agenciamento de mão de obra,2012,3.8469,25,649880
78 Agenciamento de mão de obra,2013,2.7746,18,648748
78 Agenciamento de mão de obra,2014,3.2907,21,638157
78 Agenciamento de mão de obra,2015,2.5742,15,582710
78 Agenciamento de mão de obra,2016,2.8069,15,534400
78 Agenciamento de mão de obra,2017,2.3182,12,517635
78 Agenciamento de mão de obra,2018,2.1168,12,566899
78 Agenciamento de mão de obra,2019,2.3515,15,637892
79 Agências de viagens,2008,5.4256,3,55294
79 Agências de viagens,2009,1.6942,1,59023
79 Agências de viagens,2010,0.0,0,63915
79 Agências de viagens,2011,5.5841,4,71632
79 Agências de viagens,2012,3.9248,3,76436
79 Agências de viagens,2013,1.2985,1,77013
79 Agências de viagens,2014,0.0,0,78344
79 Agências de viagens,2015,1.3115,1,76248
79 Agências de viagens,2016,5.6933,4,70258
79 Agências de viagens,2017,0.0,0,67998
79 Agências de viagens,2018,4.3385,3,69149
79 Agências de viagens,2019,1.4151,1,70666
80 Vigilância e segurança,2008,13.7911,58,420561
80 Vigilância e segurança,2009,9.1209,41,449517
80 Vigilância e segurança,2010,11.2336,56,498503
80 Vigilância e segurança,2011,8.8725,49,552270
80 Vigilância e segurança,2012,9.5826,60,626137
80 Vigilância e segurança,2013,8.6581,57,658344
80 Vigilância e segurança,2014,10.339,67,648032
80 Vigilância e segurança,2015,11.91,79,663306
80 Vigilância e segurança,2016,9.261,58,626280
80 Vigilância e segurança,2017,6.3887,38,594797
80 Vigilância e segurança,2018,9.1132,53,581571
80 Vigilância e segurança,2019,4.4952,27,600635
81 Serviços p/ edifícios,2008,4.6744,46,984081
81 Serviços p/ edifícios,2009,3.7541,39,1038860
81 Serviços p/ edifícios,2010,3.5244,41,1163317
81 Serviços p/ edifícios,2011,3.4439,43,1248600
81 Serviços p/ edifícios,2012,2.9634,40,1349800
81 Serviços p/ edifícios,2013,3.2951,46,1396004
81 Serviços p/ edifícios,2014,2.9774,44,1477791
81 Serviços p/ edifícios,2015,3.6956,56,1515326
81 Serviços p/ edifícios,2016,3.1484,47,1492822
81 Serviços p/ edifícios,2017,3.3342,49,1469621
81 Serviços p/ edifícios,2018,2.9709,44,1481050
81 Serviços p/ edifícios,2019,2.7736,42,1514254
82 Serviços de escritório,2008,4.4504,39,876325
82 Serviços de escritório,2009,3.8837,36,926945
82 Serviços de escritório,2010,3.2626,33,1011466
82 Serviços de escritório,2011,3.3764,38,1125449
82 Serviços de escritório,2012,2.6226,33,1258293
82 Serviços de escritório,2013,3.5161,46,1308269
82 Serviços de escritório,2014,2.7972,39,1394259
82 Serviços de escritório,2015,2.3405,32,1367225
82 Serviços de escritório,2016,2.1297,28,1314766
82 Serviços de escritório,2017,2.6013,34,1307050
82 Serviços de escritório,2018,1.9664,27,1373049
82 Serviços de escritório,2019,3.0635,44,1436271
84 Administração pública,2008,1.5158,49,3232593
84 Administração pública,2009,1.6248,53,3261864
84 Administração pública,2010,1.7007,59,3469164
84 Administração pública,2011,1.567,53,3382176
84 Administração pública,2012,1.2156,46,3783992
84 Administração pública,2013,1.5507,56,3611388
84 Administração pública,2014,1.1953,45,3764891
84 Administração pública,2015,1.3035,47,3605626
84 Administração pública,2016,1.0145,38,3745627
84 Administração pública,2017,1.6137,58,3594271
84 Administração pública,2018,1.2337,44,3566535
84 Administração pública,2019,1.2773,46,3601385
85 Educação,2008,1.2232,14,1144502
85 Educação,2009,1.2436,15,1206165
85 Educação,2010,1.4818,20,1349707
85 Educação,2011,1.6022,23,1435497
85 Educação,2012,1.456,23,1579724
85 Educação,2013,1.5543,26,1672824
85 Educação,2014,1.3327,24,1800802
85 Educação,2015,0.8459,16,1891550
85 Educação,2016,0.8925,17,1904827
85 Educação,2017,1.2217,23,1882548
85 Educação,2018,1.1611,23,1980930
85 Educação,2019,0.7807,16,2049449
86 Saúde humana,2008,2.2156,25,1128355
86 Saúde humana,2009,1.392,17,1221237
86 Saúde humana,2010,1.8513,25,1350435
86 Saúde humana,2011,1.3765,20,1452976
86 Saúde humana,2012,1.5045,24,1595172
86 Saúde humana,2013,1.4332,24,1674544
86 Saúde humana,2014,1.6508,29,1756768
86 Saúde humana,2015,1.4454,27,1867985
86 Saúde humana,2016,1.8954,36,1899357
86 Saúde humana,2017,1.599,31,1938682
86 Saúde humana,2018,1.3798,28,2029328
86 Saúde humana,2019,1.0686,23,2152254
87 Assistência social (aloj.),2008,3.6926,3,81244
87 Assistência social (aloj.),2009,3.5585,3,84306
87 Assistência social (aloj.),2010,1.2848,1,77835
87 Assistência social (aloj.),2011,1.236,1,80907
87 Assistência social (aloj.),2012,2.2969,2,87074
87 Assistência social (aloj.),2013,2.1591,2,92633
87 Assistência social (aloj.),2014,2.0152,2,99246
87 Assistência social (aloj.),2015,0.0,0,103289
87 Assistência social (aloj.),2016,3.7488,4,106702
87 Assistência social (aloj.),2017,2.6529,3,113082
87 Assistência social (aloj.),2018,1.6832,2,118819
87 Assistência social (aloj.),2019,1.5686,2,127499
88 Assistência social,2008,2.4648,2,81144
88 Assistência social,2009,1.2255,1,81600
88 Assistência social,2010,4.3243,4,92502
88 Assistência social,2011,3.9971,4,100073
88 Assistência social,2012,0.7636,1,130963
88 Assistência social,2013,1.4399,2,138895
88 Assistência social,2014,0.6837,1,146258
88 Assistência social,2015,1.983,3,151288
88 Assistência social,2016,0.0,0,147316
88 Assistência social,2017,3.4061,5,146794
88 Assistência social,2018,0.643,1,155530
88 Assistência social,2019,1.2563,2,159194
93 Esporte e recreação,2008,4.1113,6,145940
93 Esporte e recreação,2009,3.9284,6,152732
93 Esporte e recreação,2010,3.0441,5,164250
93 Esporte e recreação,2011,2.2607,4,176939
93 Esporte e recreação,2012,3.6047,7,194189
93 Esporte e recreação,2013,1.4618,3,205225
93 Esporte e recreação,2014,2.7114,6,221286
93 Esporte e recreação,2015,3.9119,9,230065
93 Esporte e recreação,2016,16.4742,38,230663
93 Esporte e recreação,2017,3.5389,8,226059
93 Esporte e recreação,2018,2.1976,5,227521
93 Esporte e recreação,2019,3.3919,8,235854
94 Org. associativas,2008,3.4437,27,784049
94 Org. associativas,2009,2.7477,22,800666
94 Org. associativas,2010,3.6039,28,776944
94 Org. associativas,2011,3.3111,26,785240
94 Org. associativas,2012,3.5204,27,766950
94 Org. associativas,2013,1.8325,14,763984
94 Org. associativas,2014,2.2986,17,739596
94 Org. associativas,2015,2.1885,16,731088
94 Org. associativas,2016,2.4221,17,701873
94 Org. associativas,2017,2.4941,17,681596
94 Org. associativas,2018,2.8115,19,675799
94 Org. associativas,2019,2.0877,14,670579
95 Reparação de bens pessoais,2008,10.1441,9,88722
95 Reparação de bens pessoais,2009,3.2802,3,91457
95 Reparação de bens pessoais,2010,4.1412,4,96590
95 Reparação de bens pessoais,2011,7.9059,9,113839
95 Reparação de bens pessoais,2012,7.105,8,112597
95 Reparação de bens pessoais,2013,6.4011,7,109355
95 Reparação de bens pessoais,2014,7.294,8,109679
95 Reparação de bens pessoais,2015,5.163,5,96842
95 Reparação de bens pessoais,2016,4.3899,4,91118
95 Reparação de bens pessoais,2017,1.1662,1,85747
95 Reparação de bens pessoais,2018,3.6408,3,82399
95 Reparação de bens pessoais,2019,6.2518,5,79978
96 Serviços pessoais,2008,5.1889,8,154177
96 Serviços pessoais,2009,4.1888,7,167112
96 Serviços pessoais,2010,3.2734,6,183295
96 Serviços pessoais,2011,0.9783,2,204443
96 Serviços pessoais,2012,2.7188,6,220685
96 Serviços pessoais,2013,1.7178,4,232858
96 Serviços pessoais,2014,2.3053,5,216890
96 Serviços pessoais,2015,2.3896,6,251092
96 Serviços pessoais,2016,1.2586,3,238362
96 Serviços pessoais,2017,3.8647,9,232880
96 Serviços pessoais,2018,2.3326,5,214354
96 Serviços pessoais,2019,0.462,1,216444
Construção,2008,19.7643,384,1942899
Construção,2009,18.5779,395,2126177
Construção,2010,17.4825,456,2608320
Construção,2011,16.1914,471,2908947
Construção,2012,13.9748,456,3263025
Construção,2013,13.5403,451,3330802
Construção,2014,14.74,453,3073275
Construção,2015,11.7534,333,2833228
Construção,2016,12.28,284,2312710
Construção,2017,11.5302,227,1968748
Construção,2018,14.0918,266,1887622
Construção,2019,11.7054,214,1828222
